"Date","Record Number","Record Type","Project Name","Status",
"11/04/2016","17SN0726","Zoning Case",,"Approved",
"11/04/2016","17SN0738","Zoning Case",,"Approved",
"11/04/2016","17SN0740","Zoning Case",,"Approved",
"11/02/2016","17SN0742","Zoning Case",,"Approved",
"10/31/2016","17SN0715","Zoning Case",,"Approved",
"10/29/2016","17SN0616","Zoning Case",,"Approved",
"10/28/2016","17SN0688","Zoning Case",,"Approved",
"10/26/2016","17SN0619","Zoning Case",,"Approved",
"10/24/2016","17SN0783","Zoning Case",,"Approved",
"10/12/2016","17SN0614","Zoning Case",,"Approved",
"10/12/2016","17SN0608","Zoning Case",,"Approved",
"10/12/2016","17SN0615","Zoning Case",,"Approved",
"10/11/2016","17SN0705","Zoning Case","Gambill's Farm","Withdrawn",
"10/04/2016","17SN0617","Zoning Case",,"Approved",
"10/03/2016","17SN0607","Zoning Case",,"Approved",
"10/03/2016","17SN0600","Zoning Case",,"Approved",
"09/28/2016","17SN0603","Zoning Case",,"Approved",
"09/27/2016","17SN0601","Zoning Case",,"Denied",
"09/27/2016","17SN0604","Zoning Case",,"Approved",
"09/07/2016","17SN0599","Zoning Case",,"Approved",
"09/06/2016","17SN0817","Zoning Case",,"Approved",
"08/30/2016","17SN0602","Zoning Case",,"Approved",
"08/25/2016","17SN0595","Zoning Case","Judith G. Kohnen","Approved",
"08/23/2016","17SN0598","Zoning Case",,"Approved",
"08/22/2016","17SN0594","Zoning Case",,"Approved",
"08/22/2016","17SN0593","Zoning Case",,"Approved",
"08/19/2016","17SN0597","Zoning Case",,"Approved",
"08/19/2016","17SN0592","Zoning Case",,"Approved",
"08/18/2016","17SN0577","Zoning Case",,"Approved",
"08/10/2016","17SN0587","Zoning Case",,"Approved",
"08/02/2016","17SN0539","Zoning Case",,"Approved",
"08/01/2016","17SN0559","Zoning Case",,"Approved",
"08/01/2016","17SN0544","Zoning Case",,"Approved",
"07/28/2016","17SN0533","Zoning Case",,"Approved",
"07/28/2016","17SN0548","Zoning Case",,"Approved",
"07/28/2016","17SN0557","Zoning Case",,"Approved",
"07/26/2016","17SN0540","Zoning Case",,"Approved",
"07/26/2016","17SN0541","Zoning Case","Wanetta T. Trotter","Approved",
"06/30/2016","17SN0505","Zoning Case",,"Approved",
"06/28/2016","17SN0501","Zoning Case",,"Approved",
"06/28/2016","17SN0500","Zoning Case",,"Approved",
"06/28/2016","16SN0734","Zoning Case",,"Approved",
"06/28/2016","17SN0606","Zoning Case",,"Approved",
"06/28/2016","17SN0562","Zoning Case",,"Approved",
"06/28/2016","16SN0735","Zoning Case","Edward S. Waggoner","Approved",
"06/23/2016","17SN0509","Zoning Case",,"Approved",
"06/23/2016","16SN0733","Zoning Case",,"Approved",
"06/22/2016","17SN0511","Zoning Case","East West Hallsley LLC","Withdrawn",
"06/15/2016","17SN0502","Zoning Case",,"Approved",
"06/14/2016","17SN0506","Zoning Case",,"Approved",
"06/14/2016","17SN0585","Zoning Case",,"Approved",
"06/14/2016","16SN0736","Zoning Case","Jacqueline S. Tomlin","Approved",
"06/08/2016","17SN0563","Zoning Case",,"Approved",
"06/08/2016","17SN0512","Zoning Case",,"Approved",
"06/01/2016","16SN0732","Zoning Case",,"Approved",
"05/31/2016","17SN0514","Zoning Case",,"Approved",
"05/25/2016","17SN0802","Zoning Case",,"Approved",
"05/23/2016","17SN0515","Zoning Case",,"Approved",
"05/16/2016","17SN0522","Zoning Case",,"Approved",
"05/03/2016","16SN0723","Zoning Case",,"Approved",
"05/03/2016","16SN0719","Zoning Case",,"Approved",
"05/03/2016","17SN0510","Zoning Case","John A. Flinn & Peggy Flinn Norris","Approved",
"05/02/2016","16SN0718","Zoning Case",,"Approved",
"05/02/2016","16SN0725","Zoning Case",,"Approved",
"04/29/2016","16SN0724","Zoning Case",,"Approved",
"04/26/2016","17SN0779","Zoning Case",,"Approved",
"04/26/2016","16SN0730","Zoning Case",,"Approved",
"04/12/2016","16SN0720","Zoning Case",,"Approved",
"04/12/2016","16SN0729","Zoning Case","Frederick Key","Approved",
"04/11/2016","16SN0717","Zoning Case",,"Denied",
"04/04/2016","16SN0712","Zoning Case",,"Approved",
"03/29/2016","16SN0708","Zoning Case",,"Approved",
"03/28/2016","16SN0707","Zoning Case",,"Approved",
"03/25/2016","16SN0715","Zoning Case",,"Withdrawn",
"03/23/2016","16SN0716","Zoning Case",,"Approved",
"03/18/2016","16SN0709","Zoning Case","Donna J. Poling","Approved",
"03/17/2016","16SN0714","Zoning Case",,"Approved",
"03/17/2016","16SN0713","Zoning Case",,"Approved",
"03/14/2016","16SN0705","Zoning Case",,"Approved",
"03/14/2016","16SN0722","Zoning Case","(On Hold) - Oakdale 2014 LLC","Withdrawn",
"03/03/2016","16SN0698","Zoning Case",,"Withdrawn",
"03/02/2016","16SN0697","Zoning Case",,"Withdrawn",
"03/01/2016","16SN0706","Zoning Case","Courtney D. Vipperman","Approved",
"02/29/2016","17SN0812","Zoning Case",,"Approved",
"02/24/2016","16SN0700","Zoning Case",,"Approved",
"02/23/2016","16SN0731","Zoning Case",,"Approved",
"02/23/2016","16SN0699","Zoning Case",,"Approved",
"02/23/2016","16SN0726","Zoning Case",,"Withdrawn",
"02/18/2016","16SN0701","Zoning Case",,"Approved",
"02/17/2016","16SN0695","Zoning Case",,"Approved",
"02/09/2016","16SN0727","Zoning Case",,"Approved",
"02/09/2016","16SN0710","Zoning Case","HSAT, LLC","Approved",
"01/28/2016","16SN0691","Zoning Case",,"Approved",
"01/26/2016","16SN0687","Zoning Case",,"Approved",
"01/26/2016","16SN0688","Zoning Case",,"Withdrawn",
"01/20/2016","16SN0686","Zoning Case",,"Withdrawn",
"01/20/2016","16SN0692","Zoning Case",,"Approved",
"01/13/2016","16SN0703","Zoning Case",,"Approved",
"01/13/2016","16SN0690","Zoning Case",,"Approved",
"01/12/2016","16SN0693","Zoning Case",,"Approved",
"01/04/2016","16SN0681","Zoning Case",,"Withdrawn",
"12/22/2015","16SN0689","Zoning Case",,"Approved",
"12/22/2015","16SN0590","Zoning Case",,"Approved",
"12/22/2015","16SN0678","Zoning Case",,"Approved",
"12/15/2015","16SN0685","Zoning Case",,"Approved",
"12/08/2015","16SN0677","Zoning Case",,"Withdrawn",
"12/08/2015","16SN0683","Zoning Case","Pamela P. Buyalos and James F. Buyalos, Jr.","Approved",
"12/02/2015","16SN0591","Zoning Case",,"Approved",
"12/02/2015","16SN0674","Zoning Case",,"Approved",
"12/01/2015","16SN0679","Zoning Case",,"Approved",
"12/01/2015","16SN0584","Zoning Case",,"Approved",
"12/01/2015","16SN0675","Zoning Case",,"Approved",
"12/01/2015","16SN0682","Zoning Case","Linda Carol Roper & Rachel Carol Massey","Approved",
"11/25/2015","16SN0588","Zoning Case",,"Approved",
"11/24/2015","16SN0586","Zoning Case",,"Approved",
"11/24/2015","16SN0576","Zoning Case",,"Approved",
"11/24/2015","16SN0575","Zoning Case",,"Approved",
"11/24/2015","16SN0581","Zoning Case",,"Approved",
"11/23/2015","16SN0580","Zoning Case",,"Approved",
"11/03/2015","17SN0605","Zoning Case",,"Withdrawn",
"11/03/2015","16SN0567","Zoning Case",,"Approved",
"11/03/2015","16SN0728","Zoning Case",,"Approved",
"10/28/2015","16SN0568","Zoning Case",,"Approved",
"10/27/2015","16SN0676","Zoning Case",,"Approved",
"10/26/2015","16SN0684","Zoning Case",,"Approved",
"10/26/2015","16SN0572","Zoning Case",,"Withdrawn",
"10/26/2015","16SN0680","Zoning Case",,"Approved",
"09/29/2015","16SN0579","Zoning Case",,"Approved",
"09/29/2015","16SN0571","Zoning Case","Mark & Kinda Parker Fernandez","Approved",
"09/23/2015","16SN0564","Zoning Case",,"Approved",
"09/22/2015","16SN0569","Zoning Case",,"Approved",
"09/17/2015","16SN0704","Zoning Case",,"Approved",
"09/16/2015","16SN0562","Zoning Case",,"Cancelled",
"09/16/2015","16SN0566","Zoning Case",,"Approved",
"09/04/2015","16SN0560","Zoning Case",,"Approved",
"09/01/2015","16SN0570","Zoning Case",,"Approved",
"08/25/2015","16SN0556","Zoning Case","Babes and Beyond Learning Centre","Approved",
"08/24/2015","16SN0558","Zoning Case",,"Approved",
"08/12/2015","16SN0702","Zoning Case",,"Approved",
"08/11/2015","16SN0555","Zoning Case",,"Approved",
"08/04/2015","16SN0547","Zoning Case",,"Approved",
"07/28/2015","16SN0543","Zoning Case",,"Approved",
"07/28/2015","16SN0546","Zoning Case",,"Approved",
"07/28/2015","16SN0549","Zoning Case",,"Approved",
"07/20/2015","16SN0552","Zoning Case",,"Approved",
"07/17/2015","16SN0553","Zoning Case",,"Approved",
"07/15/2015","16SN0694","Zoning Case",,"Approved",
"06/24/2015","16SN0537","Zoning Case",,"Approved",
"06/23/2015","16SN0561","Zoning Case",,"Approved",
"06/23/2015","16SN0503","Zoning Case",,"Approved",
"06/18/2015","16SN0542","Zoning Case",,"Approved",
"06/11/2015","16SN0565","Zoning Case",,"Approved",
"06/11/2015","16SN0513","Zoning Case",,"Approved",
"06/09/2015","16SN0536","Zoning Case","Leslie Emory Deane, Jr. and Aura Bowling Deane","Approved",
"06/05/2015","15SN0673","Zoning Case",,"Approved",
"05/29/2015","16SN0554","Zoning Case",,"Approved",
"05/12/2015","15SN0669","Zoning Case",,"Approved",
"05/12/2015","15SN0672","Zoning Case",,"Approved",
"05/05/2015","15SN0667","Zoning Case",,"Approved",
"05/05/2015","15SN0671","Zoning Case","James Barnett & Barnett’s Heating & A/C Inc.","Approved",
"05/04/2015","15SN0656","Zoning Case",,"Approved",
"05/01/2015","15SN0657","Zoning Case",,"Approved",
"05/01/2015","15SN0661","Zoning Case",,"Withdrawn",
"04/30/2015","16SN0504","Zoning Case",,"Approved",
"04/29/2015","15SN0660","Zoning Case",,"Approved",
"04/28/2015","15SN0664","Zoning Case",,"Approved",
"04/27/2015","15SN0666","Zoning Case",,"Approved",
"04/27/2015","15SN0668","Zoning Case",,"Approved",
"04/27/2015","15SN0665","Zoning Case",,"Denied",
"04/20/2015","15SN0662","Zoning Case",,"Approved",
"04/09/2015","15SN0649","Zoning Case",,"Approved",
"04/07/2015","15SN0655","Zoning Case",,"Approved",
"03/31/2015","16SN0721","Zoning Case",,"Approved",
"03/31/2015","15SN0648","Zoning Case",,"Approved",
"03/30/2015","15SN0643","Zoning Case",,"Approved",
"03/30/2015","15SN0644","Zoning Case",,"Withdrawn",
"03/25/2015","15SN0658","Zoning Case",,"Withdrawn",
"03/24/2015","15SN0652","Zoning Case",,"Approved",
"03/23/2015","15SN0647","Zoning Case",,"Approved",
"03/18/2015","15SN0659","Zoning Case",,"Approved",
"03/17/2015","15SN0650","Zoning Case",,"Approved",
"03/13/2015","15SN0641","Zoning Case",,"Approved",
"03/12/2015","15SN0663","Zoning Case",,"Approved",
"03/03/2015","15SN0651","Zoning Case","Ediberto Hernandez","Approved",
"02/28/2015","15SN0639","Zoning Case",,"Approved",
"02/28/2015","15SN0638","Zoning Case",,"Approved",
"02/28/2015","15SN0640","Zoning Case",,"Approved",
"02/27/2015","15SN0637","Zoning Case",,"Approved",
"02/25/2015","15SN0634","Zoning Case",,"Approved",
"02/25/2015","15SN0633","Zoning Case",,"Approved",
"02/24/2015","15SN0635","Zoning Case",,"Approved",
"02/23/2015","15SN0632","Zoning Case",,"Approved",
"02/11/2015","15SN0268","Zoning Case",,"Cancelled",
"02/10/2015","15SN0645","Zoning Case",,"Approved",
"02/10/2015","15SN0636","Zoning Case",,"Approved",
"02/10/2015","15SN0630","Zoning Case","Alena Stewart","Approved",
"02/03/2015","16SN0711","Zoning Case",,"Approved",
"02/02/2015","15SN0627","Zoning Case",,"Approved",
"02/02/2015","15SN0624","Zoning Case",,"Approved",
"01/30/2015","15SN0626","Zoning Case",,"Approved",
"01/13/2015","15SN0629","Zoning Case",,"Approved",
"01/06/2015","15SN0628","Zoning Case",,"Approved",
"01/06/2015","15SN0623","Zoning Case","Wilma Raucci","Approved",
"12/31/2014","15SN0625","Zoning Case",,"Approved",
"12/28/2014","15SN0621","Zoning Case",,"Approved",
"12/15/2014","15SN0620","Zoning Case",,"Approved",
"12/05/2014","15SN0612","Zoning Case",,"Approved",
"12/02/2014","15SN0617","Zoning Case",,"Approved",
"12/01/2014","15SN0616","Zoning Case",,"Approved",
"11/25/2014","15SN0615","Zoning Case","April Jack","Approved",
"11/20/2014","15SN0613","Zoning Case",,"Approved",
"10/28/2014","15SN0606","Zoning Case",,"Approved",
"10/28/2014","15SN0607","Zoning Case",,"Approved",
"10/28/2014","15SN0619","Zoning Case","Kenneth Jones","Approved",
"10/14/2014","15SN0610","Zoning Case",,"Approved",
"10/14/2014","17SN0538","Zoning Case","Sherri A. Walker","Approved",
"10/10/2014","15SN0605","Zoning Case",,"Approved",
"10/06/2014","15SN0608","Zoning Case",,"Approved",
"10/02/2014","15SN0614","Zoning Case",,"Approved",
"10/01/2014","15SN0670","Zoning Case",,"Denied",
"09/30/2014","15SN0609","Zoning Case",,"Approved",
"09/30/2014","15SN0604","Zoning Case",,"Approved",
"09/16/2014","15SN0599","Zoning Case",,"Approved",
"09/10/2014","15SN0602","Zoning Case",,"Approved",
"09/08/2014","15SN0601","Zoning Case","Maria Louisa and Danny Neale Herlong","Approved",
"09/02/2014","15SN0597","Zoning Case",,"Approved",
"09/02/2014","15SN0653","Zoning Case","Yvette Wiliams-Patterson","Approved",
"08/29/2014","15SN0598","Zoning Case",,"Approved",
"08/28/2014","15SN0592","Zoning Case",,"Withdrawn",
"08/26/2014","15SN0618","Zoning Case",,"Approved",
"08/26/2014","15SN0600","Zoning Case",,"Approved",
"08/22/2014","15SN0596","Zoning Case",,"Approved",
"08/20/2014","15SN0595","Zoning Case",,"Approved",
"08/20/2014","15SN0594","Zoning Case",,"Approved",
"08/07/2014","15SN0593","Zoning Case",,"Approved",
"08/04/2014","15SN0545","Zoning Case",,"Approved",
"07/31/2014","15SN0646","Zoning Case",,"Approved",
"07/29/2014","15SN0631","Zoning Case",,"Denied",
"07/29/2014","15SN0654","Zoning Case",,"Approved",
"07/21/2014","16SN0517","Zoning Case",,"Approved",
"07/20/2014","15SN0535","Zoning Case","Dwight Allen Crews","Approved",
"07/16/2014","15SN0562","Zoning Case",,"Approved",
"07/15/2014","15SN0563","Zoning Case",,"Approved",
"07/15/2014","15SN0534","Zoning Case",,"Approved",
"07/15/2014","15SN0548","Zoning Case",,"Approved",
"06/26/2014","15SN0509","Zoning Case",,"Approved",
"06/24/2014","15SN0622","Zoning Case",,"Approved",
"06/24/2014","15SN0515","Zoning Case",,"Approved",
"06/24/2014","15SN0642","Zoning Case","Tiffany Sadrina Robinson","Approved",
"06/24/2014","15SN0551","Zoning Case","Destiny Christian Center","Approved",
"06/10/2014","14SN0591","Zoning Case","Tommie W. Snead & James Edward Snead","Approved",
"06/05/2014","14SN0590","Zoning Case",,"Approved",
"06/03/2014","15SN0510","Zoning Case",,"Approved",
"06/02/2014","15SN0514","Zoning Case",,"Approved",
"05/28/2014","14SN0586","Zoning Case","Ironbridge Heating and Air","Approved",
"05/21/2014","15SN0516","Zoning Case",,"Approved",
"05/20/2014","14SN0588","Zoning Case",,"Approved",
"05/13/2014","14SN0587","Zoning Case",,"Approved",
"05/07/2014","15SN0518","Zoning Case",,"Approved",
"05/06/2014","15SN0603","Zoning Case",,"Approved",
"04/28/2014","14SN0583","Zoning Case","M & M Boys LLC (The)","On Hold",
"04/24/2014","14SN0580","Zoning Case",,"Approved",
"04/24/2014","14SN0585","Zoning Case","George W. Winn","Approved",
"04/22/2014","16SN0696","Zoning Case",,"Approved",
"04/22/2014","14SN0584","Zoning Case",,"Approved",
"04/22/2014","14SN0589","Zoning Case",,"Approved",
"04/08/2014","14SN0582","Zoning Case",,"Approved",
"04/02/2014","14SN0578","Zoning Case",,"Approved",
"03/24/2014","14SN0576","Zoning Case",,"Approved",
"03/24/2014","14SN0575","Zoning Case",,"Approved",
"03/21/2014","14SN0579","Zoning Case",,"Approved",
"03/21/2014","14SN0577","Zoning Case",,"Withdrawn",
"03/11/2014","15SN0611","Zoning Case",,"Approved",
"03/04/2014","14SN0581","Zoning Case",,"Approved",
"02/27/2014","14SN0569","Zoning Case",,"Approved",
"02/25/2014","14SN0571","Zoning Case","Leslie D. and Dawn R. Jones","Approved",
"02/20/2014","14SN0567","Zoning Case",,"Approved",
"02/18/2014","14SN0565","Zoning Case",,"Approved",
"02/13/2014","14SN0563","Zoning Case",,"Withdrawn",
"02/11/2014","14SN0570","Zoning Case",,"Approved",
"02/11/2014","14SN0572","Zoning Case","Shayma E. Said","Approved",
"02/08/2014","14SN0568","Zoning Case","Donna L. Williams","Approved",
"02/06/2014","14SN0564","Zoning Case",,"Approved",
"02/04/2014","14SN0566","Zoning Case",,"Approved",
"01/21/2014","14SN0574","Zoning Case",,"Approved",
"01/14/2014","14SN0561","Zoning Case",,"Approved",
"12/16/2013","14SN0560","Zoning Case",,"Approved",
"12/16/2013","14SN0559","Zoning Case","Carrie E. Coyner, Trustee","Approved",
"12/03/2013","14SN0562","Zoning Case",,"Approved",
"11/27/2013","14SN0557","Zoning Case",,"Withdrawn",
"11/27/2013","14SN0558","Zoning Case",,"Approved",
"11/01/2013","14SN0550","Zoning Case",,"Withdrawn",
"10/31/2013","14SN0552","Zoning Case",,"Approved",
"10/30/2013","14SN0553","Zoning Case",,"Approved",
"10/29/2013","14SN0551","Zoning Case",,"Approved",
"10/23/2013","14SN0554","Zoning Case",,"Approved",
"10/22/2013","14SN0549","Zoning Case",,"Approved",
"10/21/2013","14SN0547","Zoning Case",,"Approved",
"10/14/2013","14SN0546","Zoning Case",,"Approved",
"10/01/2013","14SN0545","Zoning Case",,"Approved",
"09/25/2013","14SN0544","Zoning Case",,"Approved",
"09/25/2013","14SN0542","Zoning Case",,"Approved",
"09/24/2013","14SN0555","Zoning Case",,"Withdrawn",
"09/19/2013","14SN0535","Zoning Case",,"Approved",
"09/18/2013","14SN0548","Zoning Case",,"Approved",
"09/08/2013","14SN0517","Zoning Case",,"Approved",
"09/03/2013","14SN0522","Zoning Case",,"Withdrawn",
"08/30/2013","14SN0516","Zoning Case",,"Approved",
"08/30/2013","14SN0556","Zoning Case",,"Approved",
"08/28/2013","14SN0515","Zoning Case",,"Approved",
"08/13/2013","14SN0534","Zoning Case",,"Approved",
"08/06/2013","18SN0535","Zoning Case",,"Approved",
"08/06/2013","14SN0514","Zoning Case",,"Approved",
"07/29/2013","14SN0511","Zoning Case",,"Approved",
"07/19/2013","14SN0513","Zoning Case",,"Approved",
"07/08/2013","14SN0502","Zoning Case",,"Approved",
"07/02/2013","14SN0501","Zoning Case",,"Approved",
"06/28/2013","14SN0509","Zoning Case",,"Approved",
"06/27/2013","14SN0503","Zoning Case",,"Approved",
"06/25/2013","14SN0573","Zoning Case",,"Approved",
"06/24/2013","14SN0508","Zoning Case",,"Withdrawn",
"06/20/2013","14SN0500","Zoning Case",,"Approved",
"06/13/2013","14SN0506","Zoning Case",,"Approved",
"06/11/2013","13SN0541","Zoning Case",,"Approved",
"06/10/2013","13SN0543","Zoning Case",,"Withdrawn",
"06/10/2013","14SN0504","Zoning Case",,"Approved",
"06/05/2013","13SN0540","Zoning Case",,"Approved",
"06/03/2013","13SN0538","Zoning Case",,"Withdrawn",
"05/29/2013","14SN0518","Zoning Case",,"Approved",
"05/24/2013","13SN0539","Zoning Case",,"Approved",
"05/20/2013","13SN0536","Zoning Case",,"Approved",
"05/15/2013","13SN0535","Zoning Case",,"Approved",
"05/15/2013","13SN0534","Zoning Case",,"Approved",
"05/14/2013","13SN0537","Zoning Case",,"Approved",
"04/18/2013","13SN0532","Zoning Case",,"Approved",
"04/17/2013","13SN0533","Zoning Case",,"Approved",
"04/15/2013","13SN0530","Zoning Case",,"Approved",
"04/10/2013","13SN0528","Zoning Case",,"Approved",
"04/09/2013","13SN0001","Zoning Case",,"Cancelled",
"04/09/2013","13SN0526","Zoning Case",,"Approved",
"04/09/2013","13SN0527","Zoning Case",,"Approved",
"04/09/2013","13SN0531","Zoning Case",,"Withdrawn",
"04/08/2013","13SN0524","Zoning Case",,"Withdrawn",
"04/08/2013","13SN0525","Zoning Case",,"Approved",
"04/08/2013","13SN0529","Zoning Case",,"Approved",
"03/29/2013","13SN0522","Zoning Case","Garland T. Harris Jr.","Approved",
"03/20/2013","13SN0523","Zoning Case",,"Approved",
"03/14/2013","13SN0521","Zoning Case",,"Approved",
"03/14/2013","13SN0520","Zoning Case",,"Approved",
"03/14/2013","13SN0519","Zoning Case",,"Approved",
"03/14/2013","13SN0517","Zoning Case",,"Approved",
"03/13/2013","13SN0518","Zoning Case",,"Approved",
"03/11/2013","13SN0516","Zoning Case",,"Approved",
"03/11/2013","13SN0515","Zoning Case","Tonya Hudson","Approved",
"03/04/2013","13SN0514","Zoning Case",,"Approved",
"02/08/2013","13SN0513","Zoning Case",,"Approved",
"02/05/2013","13SN0511","Zoning Case",,"Approved",
"02/05/2013","13SN0510","Zoning Case",,"Approved",
"02/05/2013","13SN0512","Zoning Case",,"Approved",
"01/22/2013","13SN0508","Zoning Case",,"Approved",
"01/16/2013","13SN0507","Zoning Case",,"Withdrawn",
"01/16/2013","13SN0509","Zoning Case",,"Approved",
"01/03/2013","13SN0505","Zoning Case",,"Withdrawn",
"01/02/2013","13SN0506","Zoning Case",,"Approved",
"12/14/2012","13SN0503","Zoning Case",,"Approved",
"12/13/2012","13SN0501","Zoning Case",,"Approved",
"12/13/2012","13SN0502","Zoning Case",,"Approved",
"12/13/2012","13SN0504","Zoning Case",,"Approved",
"12/07/2012","13SN0500","Zoning Case",,"Approved",
"12/03/2012","08SN0271","Zoning Case",,"Withdrawn",
"12/03/2012","07SN0157","Zoning Case","Otterdale Venture, LLC","On Hold",
"12/03/2012","05SN0239","Zoning Case","The Cheatham Family Limited Partnership","Withdrawn",
"11/30/2012","10SN0182","Zoning Case",,"Withdrawn",
"11/30/2012","10SN0218","Zoning Case",,"Withdrawn",
"11/30/2012","07SN0341","Zoning Case",,"Withdrawn",
"11/30/2012","10SN0193","Zoning Case","The Argent Group, LLC","On Hold",
"11/30/2012","07SN0374","Zoning Case","Unser Woods, LLC","On Hold",
"11/29/2012","12SN0194","Zoning Case",,"Approved",
"11/29/2012","12SN0154","Zoning Case",,"Approved",
"11/29/2012","10SN0219","Zoning Case",,"Withdrawn",
"11/29/2012","10SN0275","Zoning Case","Festival Park at Chester Village","Withdrawn",
"11/28/2012","13SN0135","Zoning Case",,"Approved",
"11/26/2012","13SN0110","Zoning Case",,"Approved",
"11/26/2012","13SN0116","Zoning Case",,"Approved",
"11/21/2012","12SN0236","Zoning Case",,"Approved",
"11/21/2012","12SN0225","Zoning Case",,"Denied",
"11/21/2012","13SN0124","Zoning Case",,"Approved",
"11/21/2012","13SN0117","Zoning Case",,"Approved",
"11/20/2012","12SN0207","Zoning Case",,"Approved",
"11/20/2012","12SN0107","Zoning Case",,"Withdrawn",
"11/20/2012","08SN0145","Zoning Case","Lucas Properties, LLC","On Hold",
"11/19/2012","12SN0198","Zoning Case",,"Withdrawn",
"11/19/2012","12SN0149","Zoning Case",,"Approved",
"11/19/2012","13SN0147","Zoning Case",,"Approved",
"11/19/2012","13SN0142","Zoning Case",,"Approved",
"11/19/2012","13SN0146","Zoning Case","Christopher & Camille Smith","Approved",
"11/19/2012","09SN0141","Zoning Case","Cascade Creek Homes, Inc.","On Hold",
"11/16/2012","13SN0132","Zoning Case",,"Approved",
"11/16/2012","12SN0227","Zoning Case",,"Withdrawn",
"11/16/2012","13SN0131","Zoning Case",,"Withdrawn",
"11/16/2012","13SN0164","Zoning Case",,"Approved",
"11/16/2012","13SN0125","Zoning Case",,"Denied",
"11/16/2012","13SN0111","Zoning Case",,"Withdrawn",
"11/16/2012","13SN0105","Zoning Case",,"Approved",
"11/16/2012","13SN0128","Zoning Case",,"Withdrawn",
"11/16/2012","13SN0104","Zoning Case",,"Approved",
"11/16/2012","13SN0165","Zoning Case",,"Approved",
"11/16/2012","13SN0102","Zoning Case",,"Approved",
"11/15/2012","13SN0162","Zoning Case",,"Approved",
"11/15/2012","13SN0134","Zoning Case",,"Approved",
"11/15/2012","13SN0140","Zoning Case",,"Approved",
"11/15/2012","13SN0167","Zoning Case",,"Approved",
"11/15/2012","13SN0133","Zoning Case",,"Approved",
"11/15/2012","13SN0166","Zoning Case",,"Approved",
"11/15/2012","13SN0136","Zoning Case",,"Approved",
"11/15/2012","13SN0123","Zoning Case",,"Approved",
"11/15/2012","13SN0163","Zoning Case",,"Denied",
"11/15/2012","12SN0241","Zoning Case",,"Approved",
"11/14/2012","12SN0217","Zoning Case",,"Approved",
"11/14/2012","06SN0220","Zoning Case",,"Approved",
"11/14/2012","13SN0161","Zoning Case",,"Denied",
"11/14/2012","12SN0226","Zoning Case",,"Approved",
"08/15/2012","13SN0130","Zoning Case","9932 JEFFERSON DAVIS HWY","Withdrawn",
"08/06/2012","13SN0122","Zoning Case","1900 W HUNDRED RD","Approved",
"08/02/2012","13SN0119","Zoning Case","16411 JEFFERSON DAVIS HWY","Approved",
"07/31/2012","13SN0118","Zoning Case","20900 SKINQUARTER RD","Withdrawn",
"07/17/2012","13SN0114","Zoning Case","10801 HARVEST WY","Approved",
"07/10/2012","13SN0109","Zoning Case",,"Approved",
"07/09/2012","13SN0106","Zoning Case","9100 BON AIR CROSSINGS DR","Approved",
"07/06/2012","13SN0101","Zoning Case","11912 WARFIELD RIDGE DR","Approved",
"07/02/2012","13SN0100","Zoning Case","18713 BRANDERS BRIDGE RD","Approved",
"06/11/2012","12SN0245","Zoning Case","10000 W. PROVIDENCE RD.","Approved",
"06/11/2012","12SN0244","Zoning Case","1306 BELLWOOD RD","Approved",
"06/11/2012","12SN0243","Zoning Case","3822 OLD GUN RD WEST","Approved",
"06/11/2012","12SN0242","Zoning Case","11400 BELVEDERE VISTA LN","Approved",
"06/11/2012","12SN0240","Zoning Case","6300 WOOLRIDGE ROAD","Approved",
"06/08/2012","12SN0238","Zoning Case","13500 BUNDLE ROAD","Approved",
"06/06/2012","12SN0237","Zoning Case","11004 MIDLOTHIAN TNPK","Approved",
"05/25/2012","12SN0235","Zoning Case","11400 & 11410 BEACH RD","Approved",
"05/10/2012","12SN0234","Zoning Case","WOODLAKE COMMUNITY ASSOC","Approved",
"05/04/2012","12SN0231","Zoning Case","12230 IRON BRIDGE RD","Withdrawn",
"05/01/2012","12SN0229","Zoning Case","Chesterfield County Board of Supervisors","Approved",
"04/06/2012","12SN0221","Zoning Case","5709 CARVER HEIGHTS DRIVE","Approved",
"03/27/2012","12SN0214","Zoning Case","5512 IRON BRIDGE ROAD","Withdrawn",
"03/19/2012","12SN0212","Zoning Case","10303 FOYLE DRIVE","Withdrawn",
"03/05/2012","12SN0206","Zoning Case","14300 HARROWGATE RD","Withdrawn",
"03/01/2012","12SN0204","Zoning Case","3600 LONAS PKWY","Approved",
"02/24/2012","12SN0201","Zoning Case","2100 WALTHALL CENTER DR","Approved",
"02/03/2012","12SN0197","Zoning Case","2121 RUFFIN MILL ROAD","Approved",
"01/10/2012","12SN0186","Zoning Case","3500 OLD GUN ROAD WEST","Approved",
"01/09/2012","12SN0185","Zoning Case","S OF RIVER RD WEST OF RR TRACKS","Approved",
"01/09/2012","12SN0184","Zoning Case","NW QUAD OF RT 60 AND CHIPPENHAM PKWY","Withdrawn",
"12/27/2011","12SN0179","Zoning Case","S/E/C HULL STREET RD AND GENITO RD","Approved",
"12/12/2011","12SN0177","Zoning Case","2001 WEST HUNDRED RD.","Approved",
"12/09/2011","12SN0176","Zoning Case",,"Approved",
"12/07/2011","12SN0175","Zoning Case","9901 HULL STREET RD","Approved",
