"Submitted","Record Number","Record Type","Address","Project Name","Status",
"08/30/2019","BLDC-192420155","Commercial New","7643 FULLERTON RD STE 7643D SPRINGFIELD, VA 22153-2815 United States","KWAIK AUTOBODY SHOP","In Review",
"08/30/2019","BLDC-192420123","Commercial New","2317 HUNTINGTON AVE ALEXANDRIA, VA 22303-1545 United States","THE ARDEN","Closed",
"08/30/2019","BLDC-192420122","Commercial New",,"RIVERSIDE A1","Submitted",
"08/30/2019","BLDC-192420116","Commercial New","2317 HUNTINGTON AVE ALEXANDRIA, VA 22303-1545 United States","THE ARDEN","Closed",
"08/30/2019","BLDC-192420037","Commercial New","11444 NORTH SHORE DR RESTON, VA 20190-0000 United States","LAKE ANNE HOUSE","Issued",
"08/30/2019","BLDC-192420036","Commercial New","11444 NORTH SHORE DR RESTON, VA 20190-0000 United States","LAKE ANNE HOUSE","Closed",
"08/30/2019","BLDC-192420011","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Issued",
"08/30/2019","BLDC-192420010","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420009","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420008","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420005","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420004","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420003","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420002","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/30/2019","BLDC-192420001","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/29/2019","BLDC-192410149","Commercial New","1800 CHAIN BRIDGE RD MCLEAN, VA 22102-1600 United States","SCOTTS RUN BLOCK C","Issued",
"08/29/2019","BLDC-192410068","Commercial New","6567 ARLINGTON BLVD FALLS CHURCH, VA 22042-0000 United States","THE FALLS CHURCH ANGILICAN","Closed",
"08/28/2019","BLDC-192400284","Commercial New","1768 OLD MEADOW RD MCLEAN, VA 22102-4303 United States","THE HIGHLAND DISTRICT BLDG A","Closed",
"08/28/2019","BLDC-192400214","Commercial New","1768 OLD MEADOW RD MCLEAN, VA 22102-4303 United States","THE HIGHLAND DISTRICT BLDG A","Closed",
"08/28/2019","BLDC-192400209","Commercial New","1768 OLD MEADOW RD MCLEAN, VA 22102-4303 United States","THE HIGHLAND DISTRICT BLDG A","Closed",
"08/28/2019","BLDC-192400182","Commercial New","9518 WORKHOUSE WAY LORTON, VA 22079-0000 United States","WORKHOUSE ARTS CENTER","Inspections Completed",
"08/27/2019","BLDC-192390253","Commercial New","1768 OLD MEADOW RD MCLEAN, VA 22102-4303 United States","THE HIGHLAND DISTRICT BLDG A","Closed",
"08/27/2019","BLDC-192390100","Commercial New","7482 LEE HWY FALLS CHURCH, VA 22043-0000 United States","NATIONAL MEMORIAL PARK INC","Inspections Completed",
"08/23/2019","BLDC-192350010","Commercial New","11444 NORTH SHORE DR RESTON, VA 20190-0000 United States","LAKE ANNE HOUSE","Inspections Completed",
"08/22/2019","BLDC-192340264","Commercial New","245 MAPLE AVE W VIENNA, VA 22180-5608 United States","VIENNA MARKET","Closed",
"08/21/2019","BLDC-192330307","Commercial New","700 BENNETT ST HERNDON, VA 20170-3104 United States","HERNDON HIGH SCHOOL","Inspections Completed",
"08/21/2019","BLDC-192330304","Commercial New","9211A ARLINGTON BLVD FAIRFAX, VA 22031-0000 United States","MERRITT ACADEMY","Issued",
"08/19/2019","BLDC-192310327","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310326","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310325","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310324","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310323","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310312","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/19/2019","BLDC-192310310","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"08/16/2019","BLDC-192280088","Commercial New",,"FFX CO BUS SHELTER","Issued",
"08/16/2019","BLDC-192280087","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"08/16/2019","BLDC-192280086","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"08/16/2019","BLDC-192280085","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"08/16/2019","BLDC-192280084","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"08/15/2019","BLDC-192270083","Commercial New","8180 LEESBURG PIKE VIENNA, VA 22182-0000 United States","PORCELANOSA SHOWROOM","Voided",
"08/14/2019","BLDC-192260320","Commercial New","11924 BRADDOCK RD FAIRFAX, VA 22030-5737 United States","EXPECTATION CHURCH","Inspections Completed",
"08/12/2019","BLDC-192240201","Commercial New","12169 FAIR LAKES PROMENADE DR FAIRFAX, VA 22033-0000 United States","THE CAPITAL GRILLE","Inspections Completed",
"08/09/2019","BLDC-192210243","Commercial New","8352 GREENSBORO DR MCLEAN, VA 22102-3533 United States","ROTONDA CONDOMINIUM","Closed",
"08/09/2019","BLDC-192210094","Commercial New","7584 LEESBURG PIKE FALLS CHURCH, VA 22043-2003 United States","FCPA","Inspections Completed",
"08/09/2019","BLDC-192210093","Commercial New","6621 COLUMBIA PIKE ANNANDALE, VA 22003-3461 United States","FCPA","Inspections Completed",
"08/09/2019","BLDC-192210091","Commercial New","9537 COURTHOUSE RD VIENNA, VA 22181-5409 United States","FCPA","Inspections Completed",
"08/09/2019","BLDC-192210057","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Issued",
"08/09/2019","BLDC-192210056","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/09/2019","BLDC-192210055","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/09/2019","BLDC-192210054","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/09/2019","BLDC-192210053","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/09/2019","BLDC-192210052","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/08/2019","BLDC-192200347","Commercial New","6700 TELEGRAPH RD ALEXANDRIA, VA 22310-0000 United States","N/A","Inspections Completed",
"08/07/2019","BLDC-192190263","Commercial New","9537 HELENWOOD DR FAIRFAX, VA 22032-2006 United States","BRANDY WINE SWIM CLUB","Closed",
"08/06/2019","BLDC-192180121","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/06/2019","BLDC-192180120","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/06/2019","BLDC-192180119","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"08/06/2019","BLDC-192180118","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/30/2019","BLDC-192110100","Commercial New","3415 LOCKHEED BLVD ALEXANDRIA, VA 22306-2036 United States","HYBLA VALLEY ELEM SCH","Issued",
"07/30/2019","BLDC-192110097","Commercial New","3415 LOCKHEED BLVD ALEXANDRIA, VA 22306-2036 United States","HYBLA VALLEY ES - ADD #2","Issued",
"07/30/2019","BLDC-192110092","Commercial New","3415 LOCKHEED BLVD ALEXANDRIA, VA 22306-2036 United States","HYBLA VALLEY ES - ADD #1","Inspections Completed",
"07/29/2019","BLDC-192100012","Commercial New","2803 POAG ST ALEXANDRIA, VA 22303-0000 United States","PENN DAW / SOUTH ALEX","Inspections Completed",
"07/25/2019","BLDC-192060301","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"07/23/2019","BLDC-192040035","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040034","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040033","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040032","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040031","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040023","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040022","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040021","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/23/2019","BLDC-192040020","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030275","Commercial New","8150 LEESBURG PIKE VIENNA, VA 22182-0000 United States","ROLL PLAY","Inspections Completed",
"07/22/2019","BLDC-192030040","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030039","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030038","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030037","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030036","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030035","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030030","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/22/2019","BLDC-192030029","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"07/19/2019","BLDC-192000155","Commercial New","5800 CROSSROADS CTR FALLS CHURCH, VA 22041-2308 United States","JPMC ATM","Inspections Completed",
"07/15/2019","BLDC-191960111","Commercial New","9520 RICHMOND HWY LORTON, VA 22079-2124 United States","LORTON COMMUNITY LIBRARY","Inspections Completed",
"07/11/2019","BLDC-191920298","Commercial New","2403 CENTREVILLE RD HERNDON, VA 20171-3028 United States","FUTURE-TBD","In Review",
"07/08/2019","BLDC-191890108","Commercial New","5506 BACKLICK RD SPRINGFIELD, VA 22151-3906 United States","MCDONALDS","Issued",
"07/03/2019","BLDC-191840127","Commercial New","13280 WOODLAND PARK RD HERNDON, VA 20171-0000 United States","WOODLAND PARK","Closed",
"07/01/2019","BLDC-191820312","Commercial New","1633 DAVIDSON RD MCLEAN, VA 22101-4305 United States","MCLEAN H.S","Inspections Completed",
"06/28/2019","BLDC-191790182","Commercial New","1812 KIRBY RD MCLEAN, VA 22101-5323 United States","CHESTERBROOK SWIMMING","Inspections Completed",
"06/27/2019","BLDC-191780337","Commercial New","8711 POHICK RD SPRINGFIELD, VA 22153-0000 United States","N/A","Voided",
"06/26/2019","BLDC-191770269","Commercial New",,"FAIRFAX COUNTY BUS SHELTER2071","Issued",
"06/25/2019","BLDC-191760133","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSING","Issued",
"06/18/2019","BLDC-191690019","Commercial New","1650 SILVER HILL DR MCLEAN, VA 22102-0000 United States","THE BORO","Issued",
"06/18/2019","BLDC-191690016","Commercial New","1650 SILVER HILL DR MCLEAN, VA 22102-0000 United States","THE BORO","Issued",
"06/18/2019","BLDC-191690010","Commercial New","8305 GREENSBORO DR MCLEAN, VA 22102-0000 United States","THE BORO","Issued",
"06/18/2019","BLDC-191690009","Commercial New","8305 GREENSBORO DR MCLEAN, VA 22102-0000 United States","THE BORO","Issued",
"06/18/2019","BLDC-191690008","Commercial New","8305 GREENSBORO DR MCLEAN, VA 22102-0000 United States","THE BORO","Issued",
"06/13/2019","BLDC-191640141","Commercial New",,"HAMPTON INN","In Review",
"06/11/2019","BLDC-191620090","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"06/06/2019","BLDC-191570205","Commercial New","3875 STRINGFELLOW RD FAIRFAX, VA 22033-0000 United States","FOXFIELD COMMUNITY ASSOC","Inspections Completed",
"06/06/2019","BLDC-191570142","Commercial New","9520 RICHMOND HWY LORTON, VA 22079-2124 United States","LORTON COMMUNITY CENTER","Inspections Completed",
"06/05/2019","BLDC-191560285","Commercial New","6700 TELEGRAPH RD ALEXANDRIA, VA 22310-0000 United States","N/A","Inspections Completed",
"06/04/2019","BLDC-191550153","Commercial New","1656 BORO PL MCLEAN, VA 22102-0000 United States","FLOWER CHILD","Inspections Completed",
"06/02/2019","BLDC-191530011","Commercial New","1619 CROWELL RD VIENNA, VA 22182-1502 United States","OAKCREAST SCHOOL","Closed",
"05/29/2019","BLDC-191490039","Commercial New","9555 SAINTSBURY DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"05/28/2019","BLDC-191480084","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/21/2019","BLDC-191410055","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"05/20/2019","BLDC-191400248","Commercial New","4520 DALY DR CHANTILLY, VA 20151-3703 United States","ONO BREWING COMPANY","Closed",
"05/20/2019","BLDC-191400205","Commercial New","6375 BREN MAR DR ALEXANDRIA, VA 22312-6342 United States","BEYOND SELF STORAGE","Voided",
"05/20/2019","BLDC-191400098","Commercial New","3925 FAIR RIDGE DR FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"05/20/2019","BLDC-191400094","Commercial New","3925 FAIR RIDGE DR FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"05/20/2019","BLDC-191400091","Commercial New","3925 FAIR RIDGE DR FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"05/20/2019","BLDC-191400070","Commercial New","1651 INTERNATIONAL DR MCLEAN, VA 22102-3906 United States","TYSONS GALLERIA","Inspections Completed",
"05/20/2019","BLDC-191400025","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/20/2019","BLDC-191400024","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/20/2019","BLDC-191400023","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/20/2019","BLDC-191400022","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/20/2019","BLDC-191400018","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSINGS MULTI FAM","Closed",
"05/16/2019","BLDC-191360251","Commercial New","6900 FLEETWOOD RD STE 301 MCLEAN, VA 22101-0000 United States","PERLIN RESIDENCE","Closed",
"05/16/2019","BLDC-191360128","Commercial New","5700 HANOVER AVE SPRINGFIELD, VA 22150-0000 United States","INTERNATIONAL CALVARY CHURCH","Waiting for Corrections",
"05/15/2019","BLDC-191350286","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350099","Commercial New","6601 TELEGRAPH RD ALEXANDRIA, VA 22310-3338 United States","FAIRFAX COUNTY PARK AUTHORITY","Inspections Completed",
"05/15/2019","BLDC-191350033","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350032","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350031","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350030","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350029","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/15/2019","BLDC-191350028","Commercial New","7240 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350026","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350024","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350022","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350020","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350017","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/15/2019","BLDC-191350016","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/14/2019","BLDC-191340077","Commercial New","8849 RICHMOND HWY ALEXANDRIA, VA 22309-1508 United States","AFFORDABLE SUITES OF AMERICA","Inspections Completed",
"05/14/2019","BLDC-191340058","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/14/2019","BLDC-191340054","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/14/2019","BLDC-191340049","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/14/2019","BLDC-191340035","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/14/2019","BLDC-191340031","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/14/2019","BLDC-191340027","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/14/2019","BLDC-191340011","Commercial New","7255 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/14/2019","BLDC-191340010","Commercial New","7250 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330068","Commercial New","5765 GENERAL WASHINGTON DR ALEXANDRIA, VA 22312-0000 United States","SAFSTOR SELF STORAGE FACILITY","Inspections Completed",
"05/13/2019","BLDC-191330014","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330013","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330012","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330011","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330010","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330009","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/13/2019","BLDC-191330004","Commercial New","7245 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/10/2019","BLDC-191300119","Commercial New","10708 GUNSTON RD LORTON, VA 22079-3902 United States","SHILOH BAPTIST CHURCH","Closed",
"05/10/2019","BLDC-191300019","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/10/2019","BLDC-191300018","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/10/2019","BLDC-191300017","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/10/2019","BLDC-191300016","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/10/2019","BLDC-191300013","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Closed",
"05/10/2019","BLDC-191300010","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/09/2019","BLDC-191290062","Commercial New","3925 FAIR RIDGE DR FAIRFAX, VA 22033-0000 United States","PENDER OAKS","Closed",
"05/08/2019","BLDC-191280336","Commercial New","10906 CLARA BARTON DR BURKE, VA 22015-0000 United States","J.L TREE SERVICES","Inspections Completed",
"05/08/2019","BLDC-191280009","Commercial New","7230 NIGHTINGALE HILL LN ALEXANDRIA, VA 22306-0000 United States","THE RESIDENCES AT NORTH HILL","Issued",
"05/07/2019","BLDC-191270255","Commercial New","6318 GROVEDALE DR ALEXANDRIA, VA 22310-2502 United States","SHELL CORE ONLY","In Review",
"05/06/2019","BLDC-191260248","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"05/06/2019","BLDC-191260242","Commercial New","5301 SULLY STATION DR CENTREVILLE, VA 20120-1367 United States","CUB RUN ELEMANTARY SCHOOL","Inspections Completed",
"05/06/2019","BLDC-191260208","Commercial New",,"WOODLAND PARK STATION","Inspections Completed",
"05/03/2019","BLDC-191230108","Commercial New","7801 GREELEY BLVD SPRINGFIELD, VA 22152-2407 United States","BUS SHELTER","Inspections Completed",
"04/30/2019","BLDC-191200112","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE GARAGE EXPANISION","Inspections Completed",
"04/26/2019","BLDC-191160164","Commercial New","8600 PLYMOUTH RD ALEXANDRIA, VA 22308-0000 United States","PLYMOUTH HAVEN CHURCH","Inspections Completed",
"04/24/2019","BLDC-191140207","Commercial New",,"ELM STREET DEVELOPMENT CORP","Inspections Completed",
"04/19/2019","BLDC-191090066","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"04/19/2019","BLDC-191090062","Commercial New","2311 DULLES STATION BLVD HERNDON, VA 20171-0000 United States","MAKERS RISE","Issued",
"04/15/2019","BLDC-191050065","Commercial New","9555 SAINTSBURY DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"04/12/2019","BLDC-191020249","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/12/2019","BLDC-191020242","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/12/2019","BLDC-191020241","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/12/2019","BLDC-191020213","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/12/2019","BLDC-191020202","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/11/2019","BLDC-191010371","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010370","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010369","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010368","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010367","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010366","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010365","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
